filename,label
ISIC_8200265_JPG_jpg.rf.2a025749b14ea2e70c95fa96ac6a6ad4.jpg,Nevus
ISIC_6013008_JPG_jpg.rf.39e784293bbe3d58f3cceb9bf25dc65e.jpg,Nevus
ISIC_8205614_JPG_jpg.rf.718d8e1ac5f8183452f759ce5772b312.jpg,Nevus
ISIC_0064200_JPG.rf.3b9c1a22454082f0cbbb4c448e3d4326.jpg,BasalCellCarcinoma
ISIC_0070751_JPG.rf.17a3f7da3f61421ff33b30884efb9525.jpg,BasalCellCarcinoma
ISIC_0070663_JPG.rf.319636b8a988ae1820fd7317721decd8.jpg,BasalCellCarcinoma
ISIC_0064300_JPG.rf.c3a1ab62851977a77be86fcf1d46c620.jpg,BasalCellCarcinoma
ISIC_0070791_JPG.rf.78ec1f72f0fc40c1e22621ab5d17d27f.jpg,BasalCellCarcinoma
ISIC_0029775_JPG_jpg.rf.51d022d9bf4c90a8cd3cfc0a4f3855e6.jpg,Nevus
ISIC_0070789_JPG.rf.299c89e862e69071c92daf429dd65679.jpg,BasalCellCarcinoma
ISIC_6023428_JPG_jpg.rf.d79dac2c851c7838508076186ff8d327.jpg,Nevus
ISIC_0070684_JPG.rf.25592682332872d9bddf069751557de0.jpg,BasalCellCarcinoma
ISIC_8177108_JPG_jpg.rf.45ed7e765ca1361acbbeacb2c1dfd237.jpg,Nevus
ISIC_0033071_JPG_jpg.rf.d5d376d3b1192bb855c84bc0ffbbf416.jpg,Nevus
ISIC_0064420_JPG.rf.99ffd00709ae98c7bcb717ab93c7f9b5.jpg,BasalCellCarcinoma
ISIC_0010812_JPG.rf.dde531d44bdc0d4f299d3145f6ad6278.jpg,Melanoma
ISIC_0033090_JPG_jpg.rf.437a83cfcfceebc67f2be53fa9306f6f.jpg,Nevus
ISIC_0070728_JPG.rf.5750399a0a20786c462f49b7e613fb63.jpg,BasalCellCarcinoma
ISIC_0070534_JPG.rf.4f348fa59c5dc6b14825dc4b86a5f138.jpg,BasalCellCarcinoma
ISIC_0035813_JPG_jpg.rf.8f1035dcf6bacb9b7db5e96e1b1ad5e4.jpg,Nevus
ISIC_6023585_JPG_jpg.rf.ac0b3ab467d101786d0f661b9fe3044e.jpg,Nevus
ISIC_8177391_JPG_jpg.rf.065740b62a64258cb7f75a66b54c79e0.jpg,Nevus
ISIC_0061257_JPG.rf.3168203c4d02ae0152dd25409acf0601.jpg,Melanoma
ISIC_0035961_JPG_jpg.rf.0170789865d5fe0b4af3d6c890dc0898.jpg,Nevus
ISIC_0064351_JPG.rf.55965bed675df8ad5b747a2064ae6ee7.jpg,BasalCellCarcinoma
ISIC_0070853_JPG.rf.46b3f5401b338f6e2a267bb4072f19a8.jpg,BasalCellCarcinoma
ISIC_8137821_JPG_jpg.rf.7b5054d8e4b595ae81c83a91cf68e83b.jpg,Nevus
ISIC_8223322_JPG_jpg.rf.78c538d9eaa58a955738c02f527ddedc.jpg,Nevus
ISIC_0029734_JPG_jpg.rf.6cb6d6bc2e70955360638404ca57bab6.jpg,Nevus
ISIC_0029773_JPG_jpg.rf.3901fa18c70b63610da4d099e994d469.jpg,Nevus
ISIC_8215842_JPG_jpg.rf.06eb74af840abf212b20c7eed92e3e18.jpg,Nevus
ISIC_0035934_JPG.rf.2a99a446c7df0ea2535321f3d4abde55.jpg,Melanoma
ISIC_8152966_JPG_jpg.rf.59f83c5b81d98538dea6ab140937bc49.jpg,Nevus
ISIC_0070798_JPG.rf.6dc1f03060db61f3e3571acec8382178.jpg,BasalCellCarcinoma
ISIC_0064324_JPG.rf.ada89af684605abe78ef25afcd550e54.jpg,BasalCellCarcinoma
ISIC_0064293_JPG.rf.1e0f885972b810e1efb09fbc70e9cd8b.jpg,BasalCellCarcinoma
ISIC_8230731_JPG_jpg.rf.88dda5e5ae2f671080aee1ed93024b53.jpg,Nevus
ISIC_8147623_JPG_jpg.rf.227ad4eca6004380b1009592e5a60470.jpg,Nevus
ISIC_0068580_JPG.rf.9f87b571b45ddc393282cd74c8f6d9ce.jpg,Melanoma
ISIC_8229833_JPG_jpg.rf.107310f65bbeb54209ba07589e4dd18b.jpg,Nevus
ISIC_0035964_JPG.rf.60e8f7d8edb3cdc1a8ee9d927c01d4f1.jpg,Melanoma
ISIC_0035930_JPG_jpg.rf.261d05dcfd65f72b5709c0b0307a7060.jpg,Nevus
ISIC_0029771_JPG_jpg.rf.14521df8105fbd22d38bc583a654444c.jpg,Nevus
ISIC_0064236_JPG.rf.8995ef43891aabfd46c6c7c0f8eb85ab.jpg,BasalCellCarcinoma
ISIC_0061261_JPG.rf.d0c418162ba82a0822012ac91caf1978.jpg,Melanoma
ISIC_8162092_JPG_jpg.rf.53ca3eb335e8df148808a256ef28c1a7.jpg,Nevus
ISIC_8208413_JPG_jpg.rf.bacf589fd6e2ddad72e5a4efd1528a83.jpg,Nevus
ISIC_0061265_JPG.rf.b20e74e81b9fdfae175aab42a1efbefa.jpg,Melanoma
ISIC_0029786_JPG_jpg.rf.25808a20e155c46248198a8d82ad796a.jpg,Nevus
ISIC_0070744_JPG.rf.4de348ca15ef996eb9957606e32c5aa6.jpg,BasalCellCarcinoma
ISIC_0068555_JPG.rf.465a9cae3672d2a91f249f1a201b9b7c.jpg,Melanoma
ISIC_0035956_JPG.rf.cd4ff6e694548a5817925651bbb0e875.jpg,Melanoma
ISIC_6028493_JPG_jpg.rf.b8647864e7456f03a39aa2d0c01359b3.jpg,Nevus
ISIC_8168701_JPG_jpg.rf.7e576f46302cef19640969c73a4cce3e.jpg,Nevus
ISIC_0070532_JPG.rf.f341675f553169f979c8c13acdc84378.jpg,BasalCellCarcinoma
ISIC_0029752_JPG_jpg.rf.dd0cd71dd1ebed1b0c0976b937cab905.jpg,Nevus
ISIC_0068584_JPG.rf.fe2c40d81486eedf85f0ba0205fb0506.jpg,Melanoma
ISIC_0035986_JPG.rf.d175b851e7526b04d32936c591c526d6.jpg,Melanoma
ISIC_0068586_JPG.rf.87bb76dbebe793c40cabd5b7abc20c3f.jpg,Melanoma
ISIC_0070734_JPG.rf.77ef44baffd21542221f1e59f8dbf5ef.jpg,BasalCellCarcinoma
ISIC_0303421_JPG_jpg.rf.c541350750070205b0b0238229196b14.jpg,Nevus
ISIC_0070706_JPG.rf.9924f1cadd4fa4636c23297a5efda82b.jpg,BasalCellCarcinoma
ISIC_8150058_JPG_jpg.rf.f7e0fab7aa487f4b25838dd88c42f10e.jpg,Nevus
ISIC_0070687_JPG.rf.64a9f4e71097be4d958dead2121a22da.jpg,BasalCellCarcinoma
ISIC_8174488_JPG_jpg.rf.e8db9bc7a659c4ff9e2463c373e4fd0e.jpg,Nevus
ISIC_0036029_JPG.rf.a313c8a8765e4c7890b10adc0eb6189a.jpg,Melanoma
ISIC_0291394_JPG_jpg.rf.d6de6f88f4e5ff9b215583052dcadedb.jpg,Nevus
ISIC_0070672_JPG.rf.20822c27398e5136c712d5df58abb5da.jpg,BasalCellCarcinoma
ISIC_1392808_JPG_jpg.rf.cada9f08e8d86bff24aed489b9cf65b7.jpg,Nevus
ISIC_0035913_JPG.rf.452e21e58226c1ea6cb90a0d70a4cf87.jpg,Melanoma
ISIC_2772824_JPG.rf.e7379ab319b686e2c7e5cf2f8760094f.jpg,Melanoma
ISIC_0035893_JPG_jpg.rf.bc19fcd58c5d3e0413c54d724ec3586e.jpg,Nevus
ISIC_0010810_JPG.rf.0505178ce3f9816baeca0e47b80665b3.jpg,Melanoma
ISIC_0029035_JPG.rf.95e64ec8974118699a36fe5d66ed82fd.jpg,BasalCellCarcinoma
ISIC_0035889_JPG.rf.660c8a5ea25585b1b2b41deb2ae1afc6.jpg,Melanoma
ISIC_8163441_JPG_jpg.rf.b75ddbe5aeb51d7b7e34ed60d80c3378.jpg,Nevus
ISIC_4244697_JPG_jpg.rf.ed5fa0bc18385378de61f9a68cf22062.jpg,Nevus
ISIC_8170665_JPG_jpg.rf.78e0f4ad91f5ff007076aa69c9a385e4.jpg,Nevus
ISIC_0018286_JPG_jpg.rf.825573b5f47dd3b7e6d4bd89e2b94799.jpg,Nevus
ISIC_0068576_JPG.rf.4f870cbc9cf848c34abffee7a5c50079.jpg,Melanoma
ISIC_0028937_JPG.rf.a9262755c783b504f783ec683b42f054.jpg,BasalCellCarcinoma
ISIC_0029825_JPG_jpg.rf.7698b2e861dbc02ac99e6efcd281aa15.jpg,Nevus
ISIC_0068578_JPG.rf.a6ea649859fc0139772bb9619eead441.jpg,Melanoma
ISIC_0064340_JPG.rf.f029b15267df468f559754e9ac291ee5.jpg,BasalCellCarcinoma
ISIC_0029794_JPG_jpg.rf.6bd130829b2f6240951ac8a0ea088dc9.jpg,Nevus
ISIC_0028670_JPG.rf.33b0860abe7658aa717614c8097fe10e.jpg,BasalCellCarcinoma
ISIC_0029765_JPG_jpg.rf.8f1dba2067a8700f08a14f8557311954.jpg,Nevus
ISIC_0035911_JPG.rf.84bf8e47c0049c82c253c7f621c9ccfb.jpg,Melanoma
ISIC_0035900_JPG.rf.cff20284e5c869435b2dd986cf18ad1a.jpg,Melanoma
ISIC_0070825_JPG.rf.b8c5a8c9b3a907073ade3c76ef40f9dc.jpg,BasalCellCarcinoma
ISIC_0035920_JPG.rf.a222f749a91800420060a710689802a0.jpg,Melanoma
ISIC_0035922_JPG.rf.605155e0d23181438b892eca2ab21280.jpg,Melanoma
ISIC_0070718_JPG.rf.8d953051cba3944756f7c37c7c355d48.jpg,BasalCellCarcinoma
ISIC_0032127_JPG_jpg.rf.5b0aed99fc5e3559982a086fe87870ef.jpg,Nevus
ISIC_0035914_JPG.rf.56831d7e2cdf9d1aefd1ac37eccc0123.jpg,Melanoma
ISIC_2857128_JPG.rf.79010b8a3fb3df36f0a29d7a258496b9.jpg,Melanoma
ISIC_0061300_JPG.rf.4e104924fd9bf727bbe8e42dcf773ee0.jpg,Melanoma
ISIC_0068280_JPG.rf.840c1aaf40bba8ddc5dd858dfd2c8463.jpg,Melanoma
ISIC_0029817_JPG_jpg.rf.06a476356b075a3e91f6ff8a4041ca02.jpg,Nevus
ISIC_0070714_JPG.rf.5af9efeb2736e83600b1d006d284d8bb.jpg,BasalCellCarcinoma
ISIC_0017693_JPG_jpg.rf.7eef68fbf3ab809d3f29b43367e90a51.jpg,Nevus
ISIC_0035902_JPG.rf.6ce5b2c1cabd222af7acbb67fdbbb096.jpg,Melanoma
ISIC_0070171_JPG_jpg.rf.19a1fae41834ddecf9571cf228845c4c.jpg,Nevus
ISIC_0033035_JPG_jpg.rf.681a015560284682a5cc9822e1e51958.jpg,Nevus
ISIC_0053871_JPG_jpg.rf.09eb522a7c8a9771cdd2210060b19251.jpg,Nevus
ISIC_0029812_JPG_jpg.rf.d842aeb69cf74d69da6e3782bd7c1ff7.jpg,Nevus
ISIC_0061315_JPG.rf.d75456141c9813ab5263dc80aab7d396.jpg,Melanoma
ISIC_0010714_JPG.rf.9b9c2ce719a370c859c3ecc08bf085aa.jpg,Melanoma
ISIC_0061152_JPG.rf.321f14f170aed06fe0f2e46ae3fed48d.jpg,Melanoma
ISIC_0033080_JPG_jpg.rf.e5e2b490b05a02177b9c9d89b862c2ba.jpg,Nevus
ISIC_0033049_JPG_jpg.rf.540f8802e64a74f458017a07db44e33c.jpg,Nevus
ISIC_0017385_JPG_jpg.rf.4138b73c51a3dacca5757206086be34c.jpg,Nevus
ISIC_1402884_JPG_jpg.rf.ad17ee6f3e5dcdd9265d9455c97040d9.jpg,Nevus
ISIC_0035968_JPG.rf.7d952ba6e3d5d46caab496b5eae97f91.jpg,Melanoma
ISIC_0028486_JPG.rf.91c797f7fa17812734c4b0f38feb1bba.jpg,BasalCellCarcinoma
ISIC_0029835_JPG_jpg.rf.5ac82fe9e02f59dd550084038383ebe4.jpg,Nevus
ISIC_0033048_JPG_jpg.rf.b064c121c06b58ccac35789f3245188a.jpg,Nevus
ISIC_0029828_JPG_jpg.rf.d5e9cc03a9cd57b5c076d2b190fd37c1.jpg,Nevus
ISIC_0012577_JPG.rf.d6755c944bcb14800baba23f81754805.jpg,Melanoma
ISIC_0032171_JPG_jpg.rf.de3f5b96b16f9eea4e781e15dd35452b.jpg,Nevus
ISIC_3460083_JPG_jpg.rf.20a511ac7a642124b20da4b6ac2ba6f2.jpg,Nevus
ISIC_0033111_JPG_jpg.rf.01168242ede0a1277f63f0a2bfbc1d6f.jpg,Nevus
ISIC_0032465_JPG_jpg.rf.596f6db38d97b824d269bb84d99b82cd.jpg,Nevus
ISIC_0029787_JPG_jpg.rf.ee107a1d104ffce3e3d8b14f6e95c4d4.jpg,Nevus
ISIC_0033094_JPG_jpg.rf.be337b3916ba6e01e25c4ac43a0a21cb.jpg,Nevus
ISIC_3390057_JPG_jpg.rf.96a473f3fee2b9f294b60b7e64418040.jpg,Nevus
ISIC_0058877_JPG.rf.61ea6b94d347ea663a359f0a2ba4b83b.jpg,Melanoma
ISIC_0029748_JPG_jpg.rf.3f362f79883f79949b07c4e94deafaef.jpg,Nevus
ISIC_0061320_JPG.rf.7e3ff7f145fd6a1e1c8c2ea249483153.jpg,Melanoma
ISIC_4195950_JPG_jpg.rf.544781aa0b97e1509c3e04c06dcc5547.jpg,Nevus
ISIC_0029768_JPG_jpg.rf.fd61ec67b80cd5bff26bd5197c53630d.jpg,Nevus
ISIC_0017775_JPG_jpg.rf.2c53edd26385ffb26f088eb53fac9cf2.jpg,Nevus
ISIC_1462872_JPG_jpg.rf.62b3dea9e4b3a4e0dfb27ff9b459e28c.jpg,Nevus
ISIC_0061293_JPG.rf.f9d1439747331b0535a3fddae8a5c541.jpg,Melanoma
ISIC_0056547_JPG.rf.beef2a3496761e59b2cf45bee00884e1.jpg,BasalCellCarcinoma
ISIC_0070824_JPG.rf.c30ecfe30d1e8ec5edde01be8d65dbf6.jpg,BasalCellCarcinoma
ISIC_0032163_JPG_jpg.rf.a9924e799374ed9f455bc9486845332b.jpg,Nevus
ISIC_3493166_JPG_jpg.rf.21513b080b913432be4d13498c5256c2.jpg,Nevus
ISIC_2487061_JPG_jpg.rf.e65ab8609fd6c21b7786f5de48649fc6.jpg,Nevus
ISIC_0056767_JPG.rf.fbea2df9df504c3beab49370ffff8582.jpg,BasalCellCarcinoma
ISIC_0036051_JPG.rf.b87b0aff3cf75c021b5fcb7cd53d7411.jpg,Melanoma
ISIC_0010630_JPG.rf.45d75cbf19c939b1f3450a14cc32d1dd.jpg,Melanoma
ISIC_0029792_JPG_jpg.rf.919dbaf961bf08f3563cc7aa6b322474.jpg,Nevus
ISIC_0023625_JPG_jpg.rf.4e4aefc2582ed17ca7cf93bbbf049849.jpg,Nevus
ISIC_0029806_JPG_jpg.rf.043f87d48f7924a61a69ddf1011b8268.jpg,Nevus
ISIC_2607827_JPG.rf.9659b278ebc966ec4aefb0fa574867e2.jpg,Melanoma
ISIC_0068477_JPG.rf.8a8e6c677ad1e6a723818822cf618c7d.jpg,Melanoma
ISIC_0033032_JPG_jpg.rf.c841f3e56fe22a8d4ea6878e4a8aefc4.jpg,Nevus
ISIC_0065324_JPG.rf.31e4e34094ea00548abd7cccab30f047.jpg,Melanoma
ISIC_0026969_JPG_jpg.rf.431fbd922ed1d2132c1b8a692e1cbbbd.jpg,Nevus
ISIC_4205013_JPG_jpg.rf.640e955da800fbcf3a71a63b5352e85e.jpg,Nevus
ISIC_8214363_JPG_jpg.rf.2a006dd27f39654c572c56827202cd52.jpg,Nevus
ISIC_0036073_JPG.rf.510333d1b2785fac6f632f632b2155e8.jpg,Melanoma
ISIC_0029809_JPG_jpg.rf.39c4110b3fa7a81e4153b59fd8e67128.jpg,Nevus
ISIC_3458204_JPG_jpg.rf.17c94e2e910c9cec167f6ca02ca21cd1.jpg,Nevus
ISIC_0036005_JPG.rf.6f885e0a81d3e53d387546c956984566.jpg,Melanoma
ISIC_0029814_JPG_jpg.rf.27f0b1b625ccf710ece4167aff46f44b.jpg,Nevus
ISIC_0029753_JPG_jpg.rf.af5c65d3beb0f609acfa05a44ac9cd24.jpg,Nevus
ISIC_0056766_JPG.rf.6cde6f220fc5c9f06703908471ef0a06.jpg,BasalCellCarcinoma
ISIC_1691175_JPG_jpg.rf.76466abd2b1347f37460b18faa1aac5e.jpg,Nevus
ISIC_0061029_JPG.rf.60102f9a24d3219a00f8031132185e67.jpg,Melanoma
ISIC_0068614_JPG.rf.45d0ff57ebd6e7cc074216d30c869dab.jpg,Melanoma
ISIC_0033091_JPG_jpg.rf.630b0a6928f512a0e70efbf5704f251c.jpg,Nevus
ISIC_0010792_JPG.rf.e39263e35c7cec5a207d8067572449e1.jpg,Melanoma
ISIC_0033075_JPG_jpg.rf.3369a6c2f354ceb3f806fd90578f619b.jpg,Nevus
ISIC_0057658_JPG.rf.b9d37ce0e0cca0a9f7cf68dadddd516b.jpg,BasalCellCarcinoma
ISIC_3789929_JPG_jpg.rf.d0bf7950dad664c6e86bd8e4a4248b0d.jpg,Nevus
ISIC_0033946_JPG.rf.3ca68a4c2eac4a40fbf9e030b2c04f78.jpg,Melanoma
ISIC_0058768_JPG.rf.478ac45377ff557d56555281f483604f.jpg,Melanoma
ISIC_0058880_JPG.rf.80cb0051b550b4661de9b5ce5d273d51.jpg,Melanoma
ISIC_0058966_JPG.rf.80e3c21bd69efbad84e1b59b98c2674c.jpg,BasalCellCarcinoma
ISIC_2481230_JPG_jpg.rf.6dc2b698d606df11cabe4ec88b7bc23c.jpg,Nevus
ISIC_0036057_JPG.rf.958dbe60cc8722314af97f18c57953c5.jpg,Melanoma
ISIC_0029798_JPG_jpg.rf.859e55dcb2152bf5f41c6efc0ff9e03a.jpg,Nevus
ISIC_0029800_JPG_jpg.rf.d25d50544fbbdddfcd4e133f7eaceb88.jpg,Nevus
ISIC_0056883_JPG.rf.96d549d7453847ffb2c4c4701aa99941.jpg,BasalCellCarcinoma
ISIC_0031063_JPG.rf.83e05ac1bf6737c0dd6e1c93edd6ac38.jpg,BasalCellCarcinoma
ISIC_0010791_JPG.rf.66a4ed0bcd3dae47973eb4929b61615d.jpg,Melanoma
